sim_swap_time_gap_minutes,device_change_flag,sim_type_change_flag,imsi_change_flag,iccid_change_flag,otp_and_sim_change_geo_hash_length,recent_sim_activation_days,num_sim_changes_last_30d,previous_sim_holder_tenure_days,account_age_days,ip_change_flag,sim_swap_flag
4714,1,1,1,0,1.0,180,0,1081,1168,0,1
5495,0,0,0,1,0.24,48,1,361,1031,1,0
7323,0,1,0,0,0.24,212,1,932,1226,0,0
7915,1,0,0,1,0.47,124,1,966,1428,1,1
4535,0,1,0,1,0.0,10,3,898,1353,0,1
8816,0,0,0,0,0.8,94,4,877,1709,0,0
609,0,0,0,1,0.77,54,1,907,1419,0,0
3777,1,1,1,0,0.95,307,0,3,1697,0,1
8985,0,1,1,0,0.38,237,0,858,1530,0,1
7423,0,0,0,1,0.45,327,2,28,1549,1,0
7750,0,1,0,0,0.62,302,1,993,1590,0,0
3046,0,1,1,1,0.59,137,2,519,86,1,1
6941,1,0,0,0,0.76,315,1,21,319,0,0
3331,1,1,0,0,0.53,156,1,1036,880,1,1
9021,1,0,0,0,0.76,329,0,679,407,0,0
7451,0,0,0,1,0.53,244,5,433,534,1,0
4180,1,0,0,0,0.82,200,0,921,1464,0,0
6890,0,1,1,0,0.16,125,0,219,352,0,1
6954,1,0,0,1,0.68,238,5,1070,1428,1,1
7,0,1,1,1,0.52,18,0,184,65,0,1
1554,0,0,1,1,0.61,102,2,751,351,1,1
3565,0,1,1,0,0.97,181,2,358,663,0,1
7202,0,1,0,0,0.21,222,1,49,1289,0,0
7854,1,1,0,1,0.69,102,1,1023,221,0,1
3626,0,1,1,0,0.36,351,1,12,777,1,1
3691,1,1,0,1,0.89,67,2,98,1143,1,1
6243,1,0,1,1,0.28,292,1,584,986,0,1
4918,0,1,0,0,0.78,333,2,201,985,0,0
9021,1,1,1,0,0.1,23,5,892,6,1,1
2230,1,0,1,0,0.06,263,2,447,1806,1,1
3045,0,0,1,1,0.1,18,2,189,1449,0,1
4922,1,0,1,0,0.78,167,5,1063,1146,1,1
791,0,1,1,1,0.76,13,1,275,1368,1,1
1583,1,0,0,1,0.15,209,0,527,395,0,1
9824,1,0,1,0,0.02,262,5,720,1193,1,1
9445,1,0,0,0,0.26,275,0,1045,1654,0,0
5391,0,1,0,0,0.78,105,2,258,1028,0,0
9705,1,0,0,1,0.45,72,4,283,229,1,1
6551,1,0,0,0,0.76,260,1,768,1783,0,0
901,1,1,0,1,0.61,283,1,318,1186,1,1
3233,0,1,0,1,0.33,265,5,730,1524,0,1
3948,0,1,1,1,0.23,135,3,811,204,1,1
9628,0,1,1,1,0.63,89,3,1017,1505,1,1
2737,1,0,1,0,0.6,192,1,797,383,0,1
1837,0,0,0,1,0.42,135,1,505,1449,0,0
8617,1,0,1,1,0.49,124,3,238,1660,0,1
3117,1,1,1,1,0.76,1,3,36,1055,1,1
3731,1,0,1,1,0.49,136,4,702,1263,0,1
6122,1,0,1,0,0.45,240,4,454,35,0,1
731,1,0,0,1,0.47,246,5,1089,160,0,1
332,0,1,1,1,1.0,316,5,665,44,1,1
2246,0,0,1,0,0.1,349,2,559,358,0,1
5793,0,1,0,1,0.13,118,5,172,1430,0,1
2547,0,0,0,1,0.93,33,4,508,1046,1,0
7347,1,0,0,1,0.39,87,4,714,617,0,1
7315,1,1,1,0,0.49,161,2,1069,70,0,1
1644,0,0,1,0,0.05,165,1,898,327,0,0
1376,1,0,0,1,0.79,132,5,79,357,1,1
8230,0,1,0,1,0.55,256,3,721,641,1,1
1681,0,1,1,1,0.22,321,5,491,1797,0,1
9117,1,0,0,0,0.3,94,2,971,576,1,0
3748,0,1,1,0,0.56,251,1,338,1051,1,1
8829,0,1,1,1,0.54,41,5,574,1197,0,1
6594,0,0,0,1,0.7,199,4,903,862,0,0
2240,1,1,0,1,0.73,185,2,671,922,1,1
7325,1,1,1,1,0.72,180,2,672,416,1,1
1745,0,0,1,0,0.1,130,5,304,451,0,1
4278,1,0,1,0,0.96,97,4,575,837,0,1
2287,1,1,0,0,0.09,290,0,26,1246,0,1
7445,1,0,1,1,0.44,283,3,77,1580,1,1
1585,1,1,1,1,0.96,157,3,115,844,0,1
601,1,1,1,1,0.97,169,4,980,954,0,1
4329,1,0,0,0,0.55,327,3,176,34,0,0
6736,0,1,1,1,0.14,226,3,67,1808,0,1
669,0,0,1,0,0.82,107,4,637,1764,1,1
5812,0,1,1,0,0.54,90,4,657,1356,0,1
204,0,1,0,0,0.72,138,4,870,1124,1,1
3425,0,1,1,0,0.58,365,1,113,1130,1,1
3079,1,0,0,0,0.63,11,5,41,964,0,0
9683,0,1,0,1,0.58,68,0,709,1309,1,1
5590,0,0,1,0,0.8,346,5,790,246,1,0
3648,1,0,0,0,0.13,253,0,898,1688,1,1
6109,0,1,0,1,0.7,118,3,705,788,1,1
1584,1,0,0,1,0.25,243,1,287,1424,1,1
8967,1,1,1,1,0.81,256,1,661,1113,1,1
2922,0,0,1,0,0.44,109,4,602,656,1,1
9896,0,1,0,1,0.88,33,1,787,1113,1,1
7841,0,1,1,0,0.84,188,5,1068,189,0,1
2238,0,0,0,0,0.85,325,5,602,322,0,0
5262,0,1,1,0,0.33,315,0,352,362,1,1
1364,1,0,1,0,0.29,318,5,558,1315,1,1
618,0,0,1,1,0.54,138,1,350,1807,1,1
700,0,1,0,1,0.7,226,0,67,660,1,1
8636,1,0,0,0,0.51,222,0,986,201,1,0
7548,0,1,1,1,0.19,43,0,662,223,0,1
4546,0,1,0,1,0.31,185,2,834,1079,1,1
7849,1,1,1,1,0.27,186,4,774,348,1,1
4907,1,0,0,1,0.42,150,5,86,1056,1,1
5425,1,1,1,1,0.18,98,0,651,1153,0,1
4938,0,1,1,1,0.92,66,0,306,611,1,1
4096,0,0,1,0,0.99,238,1,599,1655,0,0
8038,1,0,1,1,0.29,245,3,793,467,0,1
1282,0,1,1,0,0.71,101,3,832,1186,1,1
5435,0,1,1,0,0.79,270,0,936,1120,0,1
7412,0,1,0,0,0.53,231,5,246,953,1,0
3377,0,0,0,0,0.22,260,5,414,1413,0,0
8217,1,1,0,0,0.79,300,3,299,1626,1,1
1878,1,1,0,0,0.01,284,4,941,1338,1,1
2221,0,1,0,1,0.1,196,3,117,1398,1,1
6994,0,1,1,1,0.58,317,5,362,1210,0,1
657,0,0,1,0,0.24,203,5,906,278,0,1
8277,0,1,0,0,0.19,241,4,257,1294,1,0
9660,1,1,0,1,0.63,328,5,1093,626,1,1
4797,0,0,1,0,0.5,305,0,485,378,0,0
452,1,0,1,0,0.5,124,2,461,1270,0,1
6329,1,1,1,0,0.67,83,1,549,1523,0,1
7230,1,1,1,1,0.27,104,5,535,808,1,1
3470,0,1,1,0,0.34,323,5,325,1672,1,1
8148,1,1,1,0,0.18,263,3,550,1215,0,1
9438,0,0,0,0,0.55,331,5,443,1207,1,0
4902,1,0,0,1,0.86,143,2,515,1445,0,1
9596,0,0,0,1,0.9,14,5,369,555,0,0
871,0,1,1,0,0.43,269,2,502,234,0,1
2108,0,0,1,0,0.67,139,2,523,1116,1,1
1499,0,1,0,1,0.6,140,1,46,731,0,1
7335,1,0,0,0,0.83,250,1,198,1099,0,0
3828,1,1,0,0,0.81,228,2,684,555,0,1
9963,0,1,1,1,0.52,349,4,703,1073,1,1
9903,0,1,0,1,0.53,75,2,104,303,1,1
1045,0,0,1,0,0.41,206,1,553,345,0,0
4477,1,0,1,1,0.84,182,1,1008,1818,0,1
2565,0,0,0,0,0.5,12,1,739,1050,0,0
5351,0,1,1,0,0.7,16,1,620,536,1,1
2718,0,0,0,0,0.44,320,2,382,610,1,0
335,1,1,1,0,0.63,9,3,245,1588,1,1
6305,0,1,1,1,0.25,130,0,692,1489,1,1
6464,1,1,0,1,1.0,296,3,930,818,0,1
9671,1,1,1,0,0.29,104,2,906,491,1,1
7885,0,1,1,1,0.19,101,3,607,1593,0,1
9086,0,0,0,0,0.14,174,2,834,1527,0,0
267,0,0,1,1,0.45,214,1,30,136,0,1
6367,1,0,0,1,0.84,279,0,691,158,0,1
1919,1,1,1,0,0.77,65,5,456,256,0,1
8728,1,1,1,0,0.95,86,0,867,504,1,1
8788,1,1,0,0,0.71,230,5,1008,1572,0,1
1319,1,1,0,0,0.79,133,4,561,335,0,1
240,1,0,0,1,0.38,171,5,668,1359,0,1
5636,1,0,0,0,0.59,21,2,176,273,0,0
2017,0,0,0,0,0.55,293,3,396,1300,0,0
3980,1,0,0,1,0.74,193,5,513,69,1,1
3504,0,0,1,0,0.89,222,3,354,1127,1,0
1703,0,0,1,0,0.57,196,3,1057,1768,0,0
1683,1,0,0,0,0.68,284,1,396,1144,1,0
2710,0,1,1,0,0.71,265,4,902,334,0,1
5158,1,0,0,0,0.81,225,0,211,132,1,0
9957,1,0,1,0,0.63,243,4,157,280,0,1
1626,1,1,0,0,0.82,15,4,251,907,1,1
8100,0,1,1,0,0.5,357,1,968,1423,1,1
2591,0,0,1,1,0.06,55,1,255,1164,0,1
6392,0,1,1,1,0.07,225,2,1019,1371,1,1
5244,1,0,1,1,0.27,16,5,881,48,0,1
4938,1,0,0,0,0.76,158,3,263,1309,0,0
6345,0,1,1,1,0.07,223,2,932,837,0,1
5978,0,1,0,0,0.09,345,0,1066,236,1,0
9134,1,0,0,1,0.09,42,3,865,601,0,1
6456,0,0,0,1,0.23,303,4,119,405,0,0
3122,0,1,1,0,0.01,178,1,444,1668,0,1
1247,0,1,1,0,0.66,225,3,1036,879,1,1
5775,1,0,1,1,0.82,289,0,279,603,1,1
7294,0,0,1,0,0.92,132,1,1081,305,0,0
1597,1,1,1,1,0.38,362,3,237,1619,1,1
5063,1,0,0,1,0.98,253,5,272,700,1,1
7347,0,1,1,1,0.43,151,2,158,1144,0,1
5460,1,1,0,1,0.1,339,2,877,556,0,1
5332,0,1,0,1,0.16,63,4,531,479,1,1
7640,1,0,1,1,0.81,247,4,387,1224,1,1
7266,1,0,0,1,0.16,340,2,797,213,1,1
4712,0,0,0,1,0.61,44,0,695,1624,1,0
5645,0,1,0,0,0.68,55,2,756,1197,0,0
6696,1,1,0,0,0.37,306,1,593,1383,1,1
8049,0,0,0,0,0.85,354,1,106,994,0,0
4381,1,1,0,1,0.79,252,5,731,159,1,1
1291,1,1,1,0,0.79,342,5,94,300,1,1
4706,0,0,1,1,0.79,291,1,268,388,1,1
7581,0,0,0,0,0.52,53,1,1047,746,0,0
5744,1,1,0,0,0.15,224,0,413,1695,1,1
9785,1,1,1,1,0.65,30,2,369,230,0,1
1908,0,1,0,0,0.02,96,3,698,25,1,1
4613,0,0,0,1,0.03,144,5,958,1259,1,1
431,0,0,1,0,0.43,98,0,150,1014,0,0
9260,0,1,1,0,0.3,210,1,98,661,1,1
9761,1,1,1,1,0.89,344,0,716,440,0,1
9651,1,0,0,0,0.14,62,2,859,721,1,0
7574,1,0,1,0,0.46,72,0,305,1546,1,1
8381,1,1,0,0,0.37,97,3,87,15,0,1
2027,1,1,0,0,0.69,320,2,59,181,1,1
4071,1,1,0,0,0.62,86,3,688,1691,0,1
253,0,0,0,0,0.03,33,4,1082,516,1,0
2035,1,0,0,0,0.65,268,1,216,299,1,0
799,0,0,0,0,0.72,159,2,756,1066,0,0
5474,1,1,0,1,0.94,195,3,780,963,0,1
1367,0,0,1,1,0.67,355,1,690,1382,0,1
1135,0,1,1,0,0.81,9,0,873,1377,0,1
2103,1,1,1,1,0.85,313,4,1078,1573,0,1
9550,1,0,1,1,0.99,352,1,367,1783,1,1
8137,1,1,1,1,0.68,297,5,404,1159,1,1
9903,0,1,0,1,0.3,107,2,442,77,0,1
8590,1,1,0,1,0.32,208,0,38,1384,1,1
6857,1,0,1,1,0.39,318,1,585,624,1,1
7202,0,0,0,1,0.34,167,0,773,711,1,0
3067,1,1,0,1,0.84,78,0,700,942,1,1
7985,1,0,0,0,0.54,326,4,145,1182,1,0
9253,0,0,0,0,0.56,123,5,478,1176,0,0
985,1,1,1,0,0.79,45,1,743,732,0,1
1020,0,1,1,1,0.15,262,4,4,1344,0,1
4901,1,0,0,0,0.46,195,3,76,1324,1,1
7371,1,0,1,0,0.1,110,3,725,1505,0,1
8122,1,1,1,1,0.83,134,1,496,1490,1,1
7764,1,0,1,1,0.76,346,2,184,214,1,1
3122,1,1,1,0,0.24,222,3,850,872,0,1
5498,0,1,1,0,0.21,292,3,676,528,0,1
3512,0,0,1,0,0.7,246,1,182,1653,0,0
9128,0,1,1,1,0.65,164,4,621,644,0,1
6469,1,1,0,0,0.52,147,4,404,101,0,1
6428,1,0,0,1,0.41,305,4,337,924,0,1
9479,1,0,1,1,0.88,237,2,630,40,1,1
1171,1,1,0,0,0.19,113,2,334,707,1,1
2461,1,0,1,0,0.24,148,2,416,1493,0,1
7852,1,1,1,0,0.58,29,5,225,1407,1,1
4011,1,1,1,0,0.93,65,2,838,176,1,1
4129,1,1,0,0,0.84,320,2,7,789,0,1
7228,0,1,0,1,0.86,243,0,558,1234,1,1
2213,1,1,1,0,0.5,65,1,159,944,0,1
671,1,1,1,0,0.65,286,1,743,581,1,1
2238,1,1,1,1,0.57,87,5,899,1552,0,1
8843,1,1,0,1,0.75,66,0,893,1496,1,1
9151,1,0,1,0,0.4,216,2,695,1483,1,1
6449,1,0,0,0,0.1,251,1,259,27,1,0
5527,1,1,1,0,0.35,212,1,705,386,1,1
9638,1,1,0,1,0.69,243,5,638,1139,1,1
861,0,0,0,0,0.07,127,1,595,711,0,0
2771,1,1,1,0,0.66,145,0,795,1354,0,1
8960,1,1,1,1,0.49,103,2,723,4,1,1
5761,0,0,0,0,0.9,289,4,961,325,1,0
2245,1,0,1,0,0.11,298,4,408,2,0,1
4047,1,1,0,1,0.94,204,5,862,1482,0,1
6128,1,1,1,0,0.32,177,4,818,698,0,1
9728,0,1,0,0,0.37,34,2,994,574,1,0
8411,1,1,0,0,0.82,295,1,405,705,0,0
6283,1,0,1,0,0.36,12,4,466,1264,1,1
8693,0,1,0,1,0.47,48,0,948,1118,1,1
4283,1,1,1,0,0.14,342,4,950,319,1,1
7402,1,1,1,1,0.92,300,1,1063,1222,0,1
5257,1,1,0,0,0.25,123,5,441,923,1,1
521,0,1,0,0,0.91,336,1,857,86,0,0
3874,1,0,0,0,0.52,169,2,940,1462,0,0
9509,0,0,1,0,0.11,217,1,632,1764,0,0
3040,0,1,0,0,0.79,326,1,27,1791,0,0
3206,1,0,0,1,0.69,76,5,175,1296,1,1
4652,0,0,1,1,0.65,58,5,368,1798,1,1
7768,1,1,1,1,0.21,52,3,600,813,1,1
1753,1,0,1,1,0.34,24,1,187,1003,1,1
3802,0,0,1,1,0.28,262,3,397,1707,1,1
7769,1,1,0,0,0.86,203,5,512,526,0,1
1695,0,0,0,1,0.01,322,2,414,762,0,1
3236,1,0,1,1,0.63,213,0,200,281,1,1
5096,1,0,0,0,0.06,1,1,1071,760,0,0
8501,0,0,0,1,0.83,91,1,278,1042,1,0
188,1,1,0,1,0.11,183,5,60,160,0,1
4644,0,0,1,0,0.28,319,3,947,523,0,0
8946,0,0,1,1,0.41,73,3,584,521,1,1
2573,0,1,1,1,0.2,39,1,888,1508,0,1
1065,0,1,0,1,0.27,59,5,782,351,0,1
1142,0,1,1,0,0.73,228,4,25,1232,1,1
8818,0,0,1,0,0.88,250,4,124,1721,1,0
1055,1,0,1,1,0.42,34,2,561,1594,0,1
96,0,1,0,0,0.11,75,0,318,667,1,1
3596,0,0,0,0,0.15,270,5,236,666,0,0
8501,0,0,0,0,0.52,54,5,427,636,0,0
2222,1,1,0,1,0.46,229,2,832,1055,1,1
8735,1,0,0,0,0.39,278,2,233,1742,1,0
2598,0,1,1,1,0.23,234,5,302,836,0,1
5197,0,0,1,1,0.74,248,0,418,385,1,1
94,0,1,1,0,0.45,147,3,1033,700,1,1
9730,1,0,0,1,0.59,52,0,146,1685,0,0
4624,0,1,1,1,0.43,287,0,331,335,1,1
8995,0,0,0,0,0.18,335,3,971,1148,0,0
7492,0,0,0,0,0.9,101,2,253,1333,1,0
4033,0,1,1,1,0.49,223,1,642,521,1,1
4903,1,0,0,1,0.1,76,2,633,1233,0,1
5064,1,1,1,1,0.46,216,3,87,103,1,1
8829,0,0,0,0,0.48,12,0,1056,302,1,0
2583,0,1,0,1,0.3,176,3,750,714,0,1
392,1,0,1,0,0.31,310,5,400,258,0,1
2670,1,0,1,1,0.97,238,0,652,879,1,1
7187,0,0,1,1,0.76,154,5,309,767,0,1
6498,0,0,0,1,0.81,157,3,675,1708,1,0
7975,1,1,1,0,0.61,335,5,740,1277,1,1
5808,0,1,0,0,0.94,257,3,705,1058,0,0
287,0,0,1,0,0.68,254,2,15,1301,0,0
1327,1,0,0,1,0.42,52,3,185,1080,1,1
2916,0,1,0,0,0.25,248,5,1092,228,1,1
187,1,1,1,0,0.25,116,5,83,441,1,1
7297,1,1,0,0,0.81,28,2,790,1636,1,1
4892,1,1,0,0,0.22,35,3,455,1218,0,1
4977,0,0,1,0,0.1,152,1,831,1795,1,0
7348,1,0,0,0,0.5,228,5,719,1374,0,0
5196,0,1,1,0,0.79,220,3,656,1547,0,1
2329,0,1,0,1,0.4,308,2,308,1232,0,1
9093,0,1,0,1,0.85,326,3,744,1316,1,1
2378,1,0,1,0,1.0,7,5,901,630,1,1
8206,0,1,1,1,0.41,276,1,919,65,1,1
4912,0,1,0,0,0.27,183,1,1046,515,0,0
3698,1,1,1,0,0.31,255,3,520,1296,1,1
1100,0,0,1,1,0.36,165,3,186,1057,0,1
10007,1,0,1,0,0.51,4,5,467,948,0,1
7458,1,1,0,1,0.58,117,3,206,1470,0,1
3071,0,1,1,1,0.01,22,1,459,1411,0,1
8496,0,0,1,1,0.24,6,3,710,1561,0,1
6955,1,0,1,0,0.57,187,2,737,1824,0,1
4887,0,0,0,1,0.68,205,4,689,966,0,0
7581,1,0,0,1,0.47,323,1,939,411,0,1
6375,0,0,0,1,0.19,75,4,773,109,1,1
6587,1,1,1,0,0.8,301,0,319,1114,1,1
5557,1,0,1,0,0.68,331,4,858,1729,0,1
1415,1,1,0,1,0.98,329,4,535,569,0,1
3974,1,1,1,1,0.1,40,3,71,1453,1,1
8899,0,1,0,0,0.83,23,2,819,505,0,0
10011,0,1,1,1,0.71,5,5,115,574,0,1
3079,1,0,0,1,0.43,268,4,618,1382,1,1
1050,0,1,1,0,0.84,253,1,196,992,0,1
5603,1,1,0,1,0.56,269,4,963,1768,0,1
9970,1,0,1,0,0.92,142,2,345,577,0,1
5074,1,1,0,1,0.74,54,1,266,830,0,1
765,0,0,0,0,0.31,363,3,963,1292,0,0
6341,1,1,0,1,0.5,198,4,856,1783,1,1
5254,1,0,0,0,0.41,73,5,935,26,0,0
8776,1,0,1,1,0.58,154,0,717,389,0,1
4688,0,1,1,1,0.04,0,2,1025,1537,0,1
3350,0,0,0,0,0.19,365,1,687,627,1,0
9491,1,1,0,0,0.46,211,0,139,1647,0,1
9911,1,0,0,0,0.13,167,4,489,1519,0,0
6337,1,0,0,1,0.56,334,4,935,709,1,1
775,1,0,1,1,0.56,52,3,114,1544,0,1
4275,1,0,1,0,0.36,19,0,686,1274,0,1
7963,1,0,0,0,0.85,133,1,360,567,1,0
1826,1,1,0,1,0.21,128,3,716,768,0,1
5293,0,1,1,1,0.76,262,4,492,1110,0,1
5838,0,0,0,0,0.87,208,1,940,460,1,0
5347,0,0,0,1,0.45,147,1,285,678,1,0
7405,0,0,0,1,0.94,67,4,785,235,1,0
2553,0,0,0,1,0.1,220,2,820,241,1,1
1795,0,0,1,0,0.92,346,5,929,524,1,0
809,1,0,0,0,0.64,144,3,1023,467,0,0
7345,1,1,1,1,0.0,91,2,518,295,1,1
7556,1,1,1,1,0.04,337,1,683,1692,0,1
1862,1,1,1,0,0.53,125,5,477,256,1,1
7535,0,1,0,0,0.52,206,0,753,1767,1,0
8919,0,0,0,0,0.76,129,4,769,709,1,0
3708,0,0,1,0,0.85,19,0,975,592,1,0
5416,1,1,1,1,0.71,7,1,874,836,1,1
7686,1,0,0,1,0.05,115,5,96,38,1,1
9418,0,1,0,1,0.58,107,2,241,508,1,1
1421,1,0,0,0,0.36,89,3,1075,1693,1,1
6721,0,1,1,0,0.15,164,0,862,1353,0,1
2557,0,1,0,0,0.14,253,2,622,1270,0,1
5852,0,0,0,0,0.88,173,1,180,1809,1,0
8709,0,0,0,0,0.05,112,1,392,760,1,0
2040,0,0,1,0,0.45,196,4,909,1576,0,0
3697,0,0,1,0,0.14,214,3,585,106,1,1
3398,1,1,0,1,0.48,125,0,596,1009,0,1
2849,0,0,1,1,0.64,294,5,885,965,0,1
2171,0,1,0,0,0.66,261,1,455,1717,0,0
5872,1,1,0,0,0.9,115,1,637,1484,1,1
2456,1,0,1,1,0.7,26,0,562,1750,0,1
4697,0,0,0,0,0.5,295,2,1069,218,0,0
5918,0,0,0,1,0.11,209,5,320,1395,0,0
7110,1,1,1,1,0.63,354,1,484,871,0,1
7657,1,1,0,0,0.64,294,4,636,1563,0,1
4878,0,0,0,0,0.41,267,3,304,1218,0,0
3471,0,0,0,1,0.02,24,3,235,1302,0,1
599,0,0,0,1,0.95,305,5,1076,645,0,0
5749,0,1,1,0,0.67,320,5,818,123,1,1
3329,1,1,0,0,0.32,256,4,551,1495,0,1
4407,1,1,0,1,0.35,135,2,645,162,1,1
6625,0,0,1,0,0.61,41,1,482,62,1,0
1177,0,0,1,1,0.87,281,5,823,1416,1,1
2175,1,0,1,1,0.74,15,1,344,74,0,1
6246,1,1,0,0,0.96,103,2,490,105,0,1
9376,0,1,0,0,0.79,293,0,492,666,1,0
6267,1,0,1,1,0.17,224,1,797,1213,1,1
7371,1,1,1,1,0.46,218,3,926,912,0,1
6179,1,0,0,1,0.59,133,5,979,1779,0,1
4797,1,0,1,0,0.18,48,5,177,1081,0,1
9615,0,0,0,0,0.72,38,5,711,846,0,0
1036,1,1,1,1,0.27,359,2,545,1322,1,1
633,1,0,1,1,0.06,304,3,955,1020,0,1
5937,0,1,0,0,0.89,226,2,458,272,0,0
7621,1,0,1,0,0.61,288,4,922,1037,0,1
5266,1,0,0,1,0.71,256,1,557,1060,0,1
1257,0,0,0,1,0.16,13,0,198,294,1,1
6201,0,1,0,1,0.4,268,5,47,1471,1,1
3356,0,0,1,1,0.48,344,4,743,1518,1,1
1765,0,1,1,1,0.27,162,5,475,376,1,1
5333,1,1,1,0,0.21,30,5,609,1142,0,1
429,1,0,0,1,0.16,24,2,823,1209,0,1
9002,0,1,0,0,0.36,345,2,914,300,0,0
2478,0,0,0,1,0.18,57,3,1090,1176,1,1
6418,0,1,0,1,0.82,106,0,744,516,0,1
3316,1,1,1,1,0.03,151,3,28,540,0,1
6207,0,0,0,0,0.99,312,2,293,1663,0,0
4184,0,0,0,1,0.11,219,3,518,11,0,0
5276,0,1,0,0,0.76,21,1,779,1231,1,0
66,1,1,0,0,0.92,93,4,229,1521,1,1
2977,1,1,0,1,0.11,240,2,732,166,0,1
9832,1,0,0,0,0.1,50,1,1058,1197,1,0
3420,1,1,0,1,0.79,52,2,557,1568,0,1
287,0,0,0,0,0.69,286,2,483,1556,0,0
5142,0,1,0,0,0.97,63,5,996,1565,1,0
2935,0,1,1,1,0.89,75,1,321,874,0,1
8776,1,0,0,1,0.92,194,3,16,1489,1,1
2465,1,0,1,0,0.98,26,0,281,1508,1,1
7149,1,1,1,1,0.09,188,2,594,1587,1,1
8696,1,1,1,1,0.61,145,0,536,918,1,1
994,0,0,0,1,0.35,133,4,461,1448,1,1
3830,1,0,0,1,0.41,189,1,603,206,0,1
1010,1,0,1,0,0.58,117,5,1023,935,0,1
3775,1,0,0,0,0.24,28,1,851,1482,0,0
4842,0,0,1,0,0.87,354,0,166,1395,0,0
1276,1,0,1,1,0.33,157,2,328,1799,1,1
8958,1,0,0,0,0.65,22,0,429,255,1,0
9161,0,0,0,0,0.31,265,3,56,420,0,0
4495,1,1,0,0,0.38,97,5,363,113,0,1
79,0,0,0,0,0.6,277,1,236,1348,1,0
5095,1,1,1,1,0.38,93,0,511,1068,1,1
3069,0,0,0,0,0.69,131,0,372,1821,1,0
2835,0,1,1,0,0.88,165,4,289,1335,1,1
1635,1,1,1,0,0.03,21,5,475,1147,1,1
7452,0,0,1,1,0.51,226,2,944,117,0,1
3247,0,1,0,0,0.51,18,1,179,1694,0,0
3710,1,1,0,0,0.61,149,0,926,692,0,1
7400,0,1,0,1,0.03,300,0,286,369,1,1
2484,0,1,0,1,0.3,242,0,847,956,1,1
7233,1,1,1,1,0.3,312,5,456,1502,1,1
7665,0,0,1,0,0.86,203,3,75,794,0,0
1452,1,0,0,1,0.02,345,5,691,1228,0,1
3769,1,0,1,0,0.82,107,1,598,397,1,1
6071,0,1,1,0,0.98,344,0,548,1305,0,0
1687,1,0,0,0,0.56,29,3,11,1674,0,0
962,1,1,0,0,0.69,274,2,271,1703,0,1
5428,0,1,1,0,0.3,12,2,951,1502,1,1
8930,0,0,0,0,0.95,268,5,162,833,0,0
3479,1,0,0,1,0.87,34,2,439,708,1,1
6223,1,1,0,0,0.39,161,4,622,1391,0,1
3738,0,1,0,1,1.0,102,5,78,1583,0,1
221,1,1,0,1,0.01,1,0,772,847,1,1
39,1,1,1,1,0.89,338,0,42,564,1,1
5536,1,0,1,0,0.75,274,5,629,1690,0,1
3564,0,0,1,1,0.77,134,5,893,812,0,1
7875,0,0,1,0,0.3,234,2,1002,655,0,0
7822,0,0,0,0,0.0,217,0,778,601,0,0
7869,0,0,0,0,0.92,34,2,264,280,1,0
8940,0,0,1,0,0.6,119,2,638,216,1,0
9536,0,1,0,1,0.8,314,3,857,985,0,1
5460,0,1,1,0,0.49,282,1,53,1760,1,1
1061,1,1,1,0,0.64,276,4,771,894,0,1
8145,0,0,1,0,0.51,121,2,646,1175,1,0
4447,1,0,1,1,0.44,322,5,81,1224,0,1
9711,0,0,1,1,0.87,167,2,1088,1387,1,1
381,1,1,1,0,0.57,221,2,1032,1751,1,1
3396,0,1,0,1,0.75,264,5,610,1470,0,1
5279,0,0,1,1,0.89,16,5,459,50,0,1
712,1,0,1,1,0.81,143,1,91,763,0,1
6986,1,1,0,0,0.34,227,0,151,164,0,1
2643,1,0,1,1,0.91,88,5,146,1736,0,1
4910,0,1,0,1,0.53,40,1,82,1591,0,1
5071,1,1,1,1,0.55,157,1,1084,1795,1,1
4491,1,1,1,1,0.11,144,0,626,217,0,1
2790,1,1,1,0,0.97,29,1,52,1810,0,1
4460,1,1,1,0,0.54,350,2,690,1434,1,1
6178,1,1,0,1,0.31,74,1,852,1204,1,1
1703,1,1,0,0,0.36,249,1,582,1139,1,1
9401,1,0,0,1,0.93,235,4,55,1664,0,1
8758,1,0,1,0,0.31,209,5,937,889,0,1
431,1,1,1,0,0.52,321,1,810,3,0,1
8773,1,1,0,1,0.19,212,2,541,1295,0,1
6857,0,1,1,0,0.42,47,3,738,1614,1,1
8324,1,0,0,0,0.74,240,5,268,559,1,0
3355,1,1,0,1,0.02,3,0,347,1166,1,1
2160,0,0,1,1,0.03,274,2,926,308,1,1
8329,0,0,0,1,0.97,360,5,331,1274,1,0
325,0,1,1,0,0.9,333,5,384,686,0,1
200,0,1,1,1,0.89,22,0,414,1036,0,1
6824,1,0,1,1,0.13,258,3,103,1256,1,1
8088,0,0,1,0,0.78,275,2,570,1665,0,0
2648,1,0,1,1,0.25,142,1,609,1412,1,1
7816,0,0,1,0,0.89,208,3,450,850,1,0
5776,0,1,1,0,0.96,335,3,213,1236,1,1
5710,0,1,0,0,0.65,78,3,652,520,1,0
2080,1,0,1,0,0.6,21,3,47,351,1,1
4281,1,1,1,1,0.59,323,0,319,538,0,1
3551,1,0,1,1,0.83,238,2,295,1003,0,1
1848,0,0,0,1,0.06,28,4,608,1678,1,1
668,1,1,0,0,0.7,347,5,784,919,1,1
