sim_swap_time_gap_minutes,device_change_flag,sim_type_change_flag,imsi_change_flag,iccid_change_flag,otp_and_sim_change_geo_hash_length,recent_sim_activation_days,num_sim_changes_last_30d,previous_sim_holder_tenure_days,account_age_days,ip_change_flag,sim_swap_flag
7019,1,0,0,0,0.16,140,5,18,1406,0,0
1034,0,0,1,0,0.51,133,1,1056,492,1,0
2551,1,1,1,0,0.3,66,2,1006,1765,0,1
409,0,0,1,1,0.79,169,5,514,852,0,1
9829,0,1,0,1,0.47,266,1,430,194,0,1
7130,1,1,0,0,0.33,283,2,288,1577,1,1
6288,1,1,0,1,0.52,24,1,1005,722,1,1
6459,0,1,1,0,0.39,113,0,416,856,0,1
7596,1,1,1,1,0.33,286,1,351,1400,1,1
2310,0,0,1,1,0.34,312,2,114,1504,0,1
2716,1,0,1,1,0.59,251,3,865,451,0,1
454,0,0,0,1,0.82,253,2,354,589,1,1
8612,0,1,1,0,0.33,89,2,119,408,0,1
9482,1,1,0,0,0.3,191,5,1056,1102,1,1
4318,0,0,1,1,0.8,151,4,0,1626,1,1
433,1,1,1,1,0.57,305,4,28,1510,0,1
8206,1,1,0,1,0.13,147,5,131,538,0,1
7858,1,1,0,1,0.64,26,5,747,1124,1,1
5346,1,1,0,1,0.93,320,4,740,1323,0,1
1906,1,1,1,1,0.95,3,5,508,953,0,1
5916,1,1,1,1,0.42,322,1,506,1599,0,1
5756,0,1,0,0,0.29,157,2,852,1397,0,0
6414,0,0,0,1,0.24,133,4,566,1199,0,0
8001,1,1,1,0,0.52,43,0,70,1114,1,1
5208,0,1,1,1,0.1,317,0,269,1716,1,1
6847,0,1,0,0,0.41,89,4,674,1350,0,0
5393,1,1,1,0,0.03,146,0,198,1053,0,1
5423,1,0,0,1,0.91,250,0,657,506,0,1
6167,0,0,0,0,0.71,339,1,498,508,0,0
3387,1,0,1,0,0.07,111,5,521,1106,0,1
845,0,1,1,1,0.22,18,0,371,1748,0,1
5590,0,1,0,0,0.7,272,5,232,1799,0,0
6409,1,0,0,0,0.69,90,1,652,1596,0,0
2433,1,0,1,1,0.74,314,3,38,901,0,1
5116,0,0,1,0,0.18,18,4,1041,536,0,0
2510,0,1,1,1,0.61,174,3,894,1749,0,1
8849,1,0,0,1,0.62,361,4,862,736,1,1
1594,0,1,0,1,0.86,302,5,511,655,1,1
5586,0,1,0,1,0.4,254,0,880,397,0,1
4161,0,0,1,1,0.81,53,1,221,315,1,1
3002,0,0,1,0,0.12,215,5,369,1419,1,1
8426,0,0,1,0,0.91,209,2,115,205,1,0
5722,0,1,1,1,0.89,323,5,567,1263,1,1
2140,0,0,1,1,0.73,207,3,645,637,0,1
5797,1,1,0,0,0.93,68,1,419,648,1,1
4757,0,1,0,1,0.74,364,0,1044,1336,1,1
1651,1,1,0,0,0.28,11,5,326,1748,1,1
8084,0,1,1,1,0.49,151,3,165,1281,0,1
7156,1,0,1,0,0.11,240,5,146,1452,0,1
3239,1,1,0,1,0.19,69,5,437,1435,1,1
10039,1,0,1,0,0.26,276,0,759,677,0,1
9310,0,1,0,0,0.78,97,3,896,79,0,0
8644,1,1,1,1,0.42,181,2,739,1642,0,1
4529,0,1,0,0,0.44,352,2,295,11,0,0
3408,0,0,0,0,0.73,293,0,957,1503,1,0
7811,1,0,1,1,0.68,287,0,951,1758,1,1
786,0,1,0,0,0.35,118,3,114,1279,1,1
3149,1,0,1,0,0.67,163,2,211,22,0,1
3833,0,0,1,1,0.89,101,3,1012,230,1,1
180,1,1,0,0,0.57,203,4,8,1745,0,1
3016,0,0,1,1,0.3,231,1,22,1382,0,1
9055,1,1,0,1,0.48,177,0,1004,30,0,1
1047,1,1,1,0,0.8,279,2,929,1166,0,1
501,1,0,1,0,0.17,3,3,268,30,0,1
2149,1,1,1,1,0.24,34,4,911,1540,1,1
5630,0,0,0,1,0.67,206,3,151,1466,0,0
4419,1,0,0,1,0.27,87,2,444,1645,1,1
4616,1,1,0,1,0.02,170,0,609,260,0,1
7736,1,1,1,0,0.49,350,3,1037,527,1,1
6161,0,0,1,0,0.24,16,1,766,136,0,0
2990,0,1,1,1,0.83,264,4,71,1421,1,1
5841,1,0,1,0,0.27,335,5,605,1246,0,1
9293,0,1,1,1,0.38,149,0,1033,1114,1,1
5127,1,0,1,1,0.53,316,0,243,1312,0,1
7805,0,1,1,0,0.09,58,2,787,853,1,1
700,1,1,0,1,0.83,240,4,836,421,0,1
5216,0,0,0,1,0.09,96,1,42,1616,1,0
4852,0,0,1,0,0.07,80,0,1072,1175,0,0
328,1,0,0,1,0.16,79,2,3,1321,0,1
392,0,1,1,1,0.89,109,4,295,246,1,1
6126,0,0,1,0,0.2,137,3,195,1146,0,0
4288,1,1,0,0,0.36,1,3,848,1644,1,1
3815,0,1,1,0,0.51,314,1,1078,515,1,1
9298,1,0,0,0,0.43,290,5,723,747,0,0
4603,1,1,0,1,0.84,66,4,377,939,0,1
8198,1,1,0,0,0.51,259,3,276,872,0,1
1637,0,0,1,1,0.87,300,2,898,91,1,1
981,1,0,0,0,1.0,244,0,814,872,1,0
2779,0,1,0,0,0.55,123,2,1053,785,0,0
3102,0,1,0,1,0.58,312,4,823,1743,1,1
9241,0,1,0,1,0.98,201,1,565,457,1,1
9517,1,0,1,1,0.9,148,2,217,251,1,1
6924,0,0,1,0,0.58,31,2,851,1119,0,0
6549,0,1,1,1,0.02,15,3,1078,372,0,1
6651,0,1,0,1,0.28,129,5,88,1584,1,1
7515,0,0,0,1,0.48,54,2,886,224,0,0
1739,0,1,1,0,0.67,14,3,93,1564,0,1
9737,0,0,0,1,0.39,229,4,377,1060,0,0
8684,0,0,0,1,0.95,280,3,966,833,1,0
6076,1,0,1,1,0.85,160,4,360,1458,1,1
1214,1,1,0,1,0.51,114,3,641,1245,1,1
2237,1,1,0,1,0.46,94,2,987,668,0,1
1380,0,1,0,1,0.97,255,5,593,664,0,1
7185,0,1,1,1,0.79,178,3,314,458,1,1
7056,0,0,1,0,0.57,121,4,604,72,1,0
7516,0,0,0,1,0.6,243,5,575,609,0,0
6242,0,0,1,0,0.03,284,2,593,749,1,1
1181,1,1,0,0,0.2,111,5,345,1654,1,1
9561,0,1,1,0,0.17,133,4,455,807,1,1
4101,0,0,1,0,0.42,77,0,32,691,1,0
7433,1,1,0,1,0.09,236,1,668,1208,0,1
9163,0,1,0,1,0.36,88,3,985,55,1,1
8137,0,0,1,0,0.25,264,4,1054,59,1,0
3199,1,1,1,1,0.35,99,5,930,1568,0,1
3636,0,0,1,1,0.34,224,4,690,1360,1,1
10077,1,1,1,0,0.51,279,4,716,840,0,1
1240,0,1,0,0,0.51,158,3,285,1804,1,1
8725,1,1,0,1,0.62,319,4,399,555,0,1
2518,1,0,1,1,0.37,320,4,218,1100,1,1
8260,1,0,0,0,0.91,155,3,478,480,0,0
5567,1,0,0,0,0.61,114,4,988,1031,1,0
5503,0,1,1,0,0.85,181,1,1039,136,1,1
3143,0,0,0,1,0.47,205,0,240,941,0,0
1686,1,0,1,0,0.13,316,0,382,1104,1,1
5336,0,1,0,1,0.13,119,2,300,171,0,1
4706,0,0,1,1,0.48,92,4,1003,1691,1,1
8443,1,1,1,0,0.1,1,3,213,1530,1,1
3342,0,0,0,1,0.58,204,3,871,698,1,1
3608,1,0,0,1,0.27,190,3,366,685,1,1
5730,0,0,1,1,0.35,270,1,891,643,1,1
4441,1,0,0,0,0.44,185,1,653,175,1,0
314,1,1,0,0,0.07,183,2,913,1800,0,1
9101,1,0,0,0,0.36,98,4,273,1295,0,0
6451,0,1,0,0,0.16,25,3,1026,1781,1,1
4572,0,0,0,1,0.73,138,5,257,815,1,0
55,1,1,0,1,0.02,2,2,726,810,0,1
3946,1,0,1,0,0.24,34,4,407,1467,1,1
9584,1,1,1,0,0.96,342,4,952,373,1,1
8787,0,0,1,1,0.27,4,0,504,1319,0,1
647,1,1,0,1,0.32,338,0,1054,1368,0,1
7114,0,0,0,0,0.46,170,3,504,99,1,0
8529,1,0,1,1,0.6,35,2,744,1287,0,1
7553,0,0,1,0,0.39,20,0,268,1283,0,0
2763,0,1,1,1,0.13,336,5,554,61,1,1
2528,0,0,0,0,0.74,140,2,496,1153,1,0
2953,1,0,0,0,0.74,141,1,692,1712,1,0
6828,0,1,1,0,0.08,184,5,889,984,1,1
5634,1,1,1,0,0.44,92,5,86,224,1,1
7660,0,0,0,0,0.57,282,1,302,1138,0,0
2012,1,1,0,0,0.85,159,3,170,704,0,1
1530,1,0,0,0,0.55,313,2,699,228,1,1
5704,0,1,1,0,0.43,163,3,326,1379,1,1
8499,1,0,0,1,0.91,11,0,875,1106,1,1
6973,1,1,1,0,0.18,285,0,529,185,1,1
1290,1,0,1,1,0.97,286,0,997,531,0,1
8653,1,0,1,0,0.63,302,1,160,511,0,1
8333,1,0,1,0,0.79,104,4,743,746,1,1
6221,1,0,0,0,0.58,38,0,1055,1767,1,0
5108,1,1,0,1,0.98,281,3,692,1600,1,1
768,0,1,0,0,0.91,24,1,379,1590,0,0
6811,1,1,1,1,0.1,146,4,568,560,0,1
3630,1,1,0,0,0.04,309,1,99,1580,1,1
3402,1,1,1,0,0.41,289,5,477,958,1,1
5444,0,0,1,0,0.13,301,2,933,1113,1,1
8136,1,0,0,0,0.47,70,5,161,1322,1,0
1310,1,0,0,0,0.03,75,4,712,1156,0,1
5381,1,0,0,1,0.15,71,3,278,1101,0,1
7196,0,0,0,1,0.05,135,1,444,479,1,0
3126,0,1,1,1,0.19,269,5,484,945,0,1
6934,1,0,0,1,0.23,306,0,670,863,0,1
3971,1,0,0,1,0.2,287,1,378,439,1,1
5576,0,1,0,1,0.01,293,0,180,1370,0,1
3522,0,1,0,0,0.51,221,4,68,183,1,1
8945,1,0,1,1,0.04,88,4,1048,65,0,1
245,0,1,1,1,0.89,102,0,1079,619,1,1
5334,1,0,1,0,0.75,319,0,622,1193,1,1
4247,0,1,1,0,0.74,4,1,470,1056,1,1
9632,0,0,1,0,0.02,316,0,370,350,0,0
7881,1,1,0,0,0.71,29,1,1057,1322,1,1
1441,0,0,1,0,0.67,309,4,92,1330,0,0
5929,0,1,0,1,0.03,256,5,731,795,0,1
3444,0,1,1,0,0.88,110,1,496,1711,0,1
7268,1,0,1,1,0.92,312,0,340,1082,1,1
7974,1,0,0,1,0.75,80,3,862,1577,1,1
8704,0,1,1,0,0.94,50,0,163,741,0,0
6543,1,0,0,0,0.07,71,4,1049,1029,1,1
9635,1,1,1,1,0.28,236,1,688,1194,1,1
7760,1,1,1,1,0.3,34,3,914,1027,0,1
7613,0,1,0,0,0.25,88,2,393,417,0,0
5172,1,1,1,1,0.4,255,0,830,389,1,1
8882,0,1,0,1,0.79,232,3,673,273,1,1
4980,0,0,1,0,0.28,314,5,1022,850,0,0
5708,1,1,1,1,0.49,153,4,431,349,1,1
2030,1,1,0,1,0.61,302,1,326,121,0,1
1119,1,0,1,1,0.38,45,5,242,896,1,1
2541,0,0,1,0,0.05,31,2,364,1511,0,1
2930,0,1,0,1,0.39,26,3,393,340,1,1
3191,1,0,0,0,1.0,79,0,379,599,0,0
2051,0,1,0,0,0.51,255,0,722,928,1,0
1005,0,1,0,0,0.87,197,4,398,153,1,1
500,1,1,0,1,0.59,166,5,706,1154,0,1
3655,0,1,0,1,0.82,149,1,347,1001,1,1
2607,0,1,0,1,0.05,298,2,696,1752,1,1
4526,0,1,0,1,0.87,289,2,48,1040,0,1
7034,1,1,0,1,0.61,299,4,1070,1282,0,1
6463,0,0,1,1,0.62,220,5,84,946,0,1
9247,1,1,0,0,0.36,237,2,558,1705,0,1
2314,1,0,0,1,0.01,163,3,1000,1355,1,1
6246,1,0,1,0,0.13,362,0,1077,1723,1,1
1353,1,0,1,1,0.39,288,2,18,1353,1,1
9789,0,0,1,1,0.51,205,4,563,1126,0,1
4224,1,0,0,0,0.35,199,1,426,725,0,0
8122,1,0,0,1,0.88,118,3,548,1274,0,1
3250,0,0,1,0,0.85,250,3,362,128,0,0
5640,1,1,1,0,0.71,220,5,98,1333,0,1
9389,0,0,1,1,0.61,98,2,5,976,0,1
4659,0,0,0,1,0.53,174,4,400,1378,0,0
1164,0,0,1,0,0.95,176,4,357,431,0,0
1369,1,1,1,0,0.39,230,0,100,1460,1,1
1255,1,0,0,1,0.19,111,3,872,242,0,1
835,0,0,0,0,0.6,352,2,403,669,0,0
5877,1,1,1,1,0.32,111,4,940,1185,1,1
7813,1,0,1,1,0.27,208,4,419,54,1,1
9363,1,0,1,1,0.14,127,0,296,1383,1,1
8778,0,0,0,0,0.95,129,3,266,32,1,0
6200,1,1,0,1,0.66,233,3,897,433,1,1
6059,1,1,1,0,0.32,194,4,763,1706,0,1
8569,1,0,0,0,0.21,167,5,749,271,1,0
1329,1,1,1,1,0.9,253,4,1079,1270,0,1
2690,0,1,0,0,0.4,70,0,166,891,0,0
6314,0,0,1,1,0.34,330,5,904,73,1,1
1228,0,1,0,0,0.87,219,4,913,1534,1,1
9807,0,1,1,0,0.06,296,5,716,1558,1,1
8938,1,1,0,1,0.08,288,4,639,1573,0,1
6410,1,1,1,1,0.43,15,0,822,1153,0,1
5789,0,1,0,0,0.79,137,5,24,517,1,0
1318,0,1,1,0,0.27,29,2,435,1145,0,1
3321,1,0,1,1,0.78,348,3,1016,957,0,1
2994,1,0,0,1,0.51,242,1,1054,1181,1,1
4124,1,1,1,0,0.5,11,0,283,1032,0,1
181,0,1,0,0,0.43,75,4,689,337,1,1
7014,1,0,0,0,0.26,306,2,909,618,1,1
633,0,0,1,1,0.27,269,1,209,1100,1,1
1704,0,0,0,0,0.31,280,5,854,1731,0,0
6977,0,1,0,1,0.05,224,2,979,1398,1,1
7865,0,0,1,1,0.51,26,3,241,1019,1,1
7611,0,0,1,1,0.69,20,5,280,1646,0,1
8658,1,1,0,1,0.92,224,2,98,168,1,1
6220,0,1,0,1,0.94,313,1,746,1382,0,0
7740,1,1,1,0,0.25,122,1,877,271,1,1
2350,0,1,1,0,0.19,47,2,796,1457,1,1
4416,1,0,1,0,0.39,207,1,341,1067,0,1
5237,1,0,1,0,0.98,302,4,486,1185,0,1
5490,0,0,1,1,0.48,24,2,225,1102,0,1
9044,0,1,0,0,0.85,100,3,77,1276,0,0
6815,1,0,0,1,0.74,154,3,923,664,0,1
133,1,0,0,0,0.84,289,1,238,863,1,0
5675,1,1,0,1,0.28,9,3,328,350,0,1
66,1,0,0,1,0.36,203,5,390,1213,0,1
2003,0,0,0,1,0.72,44,4,61,194,1,1
2637,1,1,0,0,0.52,334,4,1075,749,1,1
4556,1,0,1,0,0.7,120,2,620,551,0,1
2043,1,1,0,1,0.39,247,5,719,1259,0,1
1159,1,1,0,0,0.07,307,2,536,362,0,1
3110,1,1,0,0,0.19,87,2,651,123,1,1
4237,0,0,1,0,0.41,98,1,958,1779,1,0
883,1,0,1,1,0.87,157,2,220,348,1,1
3933,1,0,0,0,0.34,171,2,957,1286,0,0
8085,0,0,0,1,0.32,79,2,182,1193,1,0
7724,1,0,0,0,0.53,148,5,499,1738,0,0
5883,1,0,1,0,0.18,251,4,645,683,0,1
3014,1,1,0,0,0.49,185,5,845,1183,0,1
6162,1,1,1,0,0.34,231,0,685,1278,1,1
7078,0,1,0,0,0.09,207,3,776,362,1,1
1955,1,1,0,0,0.92,323,3,216,657,0,1
7638,0,0,0,0,0.38,34,4,84,1419,1,0
7192,0,0,1,1,0.65,231,0,549,975,1,1
4463,1,0,1,1,0.41,328,0,692,982,0,1
8572,1,0,1,1,0.01,139,4,202,1072,0,1
5914,0,0,1,0,0.56,112,4,839,861,0,0
954,0,1,0,1,0.22,18,1,784,396,0,1
6561,0,0,0,0,0.09,362,3,515,1122,0,0
3129,0,1,0,0,0.32,143,5,1009,820,1,1
5315,0,0,1,0,0.01,0,5,80,1157,1,1
6914,0,1,1,0,0.05,150,2,158,1081,0,1
5298,0,0,1,0,0.67,271,2,193,7,1,0
1515,0,1,1,0,0.05,2,4,864,901,1,1
8467,0,1,1,1,0.89,267,0,832,1778,1,1
248,0,0,0,1,0.99,166,4,829,983,0,0
1996,0,0,1,0,0.99,324,5,134,802,0,0
2168,0,0,1,1,0.35,292,0,176,553,0,1
6895,0,1,0,1,0.11,125,2,632,1441,0,1
687,0,0,1,1,0.41,246,0,1060,765,1,1
2608,0,0,0,0,0.08,237,1,305,1366,0,0
2554,1,0,0,1,0.27,73,2,873,1003,1,1
7688,1,1,1,1,0.45,316,4,206,1676,0,1
491,0,0,1,0,0.38,155,2,1014,1595,0,1
4477,1,0,1,1,0.42,187,3,1088,1600,0,1
2109,1,0,1,0,0.05,308,3,69,516,1,1
9922,0,0,0,0,0.96,253,1,781,750,1,0
4635,1,0,1,1,0.73,212,5,856,1815,0,1
121,1,1,0,0,0.42,111,1,923,1706,1,1
3210,1,0,0,1,0.97,186,5,1083,1037,1,1
7179,0,1,1,0,0.01,255,3,319,1589,0,1
1205,0,0,0,1,0.24,58,4,358,119,1,1
3282,0,1,1,1,0.45,3,5,793,225,1,1
7102,0,0,1,1,0.76,329,2,647,68,0,1
4091,0,0,1,1,0.5,228,2,684,1202,0,1
4213,0,1,0,0,0.59,45,3,702,1273,1,0
9931,0,0,0,0,0.86,14,1,479,785,1,0
5174,1,0,1,0,0.29,218,4,932,376,0,1
674,0,1,1,1,0.37,297,5,258,604,1,1
3065,0,0,1,0,0.84,245,4,436,1108,1,0
3813,1,1,1,0,0.31,274,5,620,746,1,1
2471,0,0,0,1,0.4,287,2,191,1392,1,1
2702,0,1,1,0,0.72,188,4,635,1750,1,1
9879,1,0,0,1,0.35,69,4,578,234,1,1
9989,0,1,0,1,0.57,138,4,679,870,1,1
414,1,0,0,1,0.42,168,2,199,208,1,1
2747,0,0,1,1,0.4,49,3,704,1504,0,1
500,1,1,0,1,0.98,338,0,917,850,0,1
4756,1,1,0,0,0.44,111,5,178,842,1,1
1364,1,0,1,1,0.51,162,5,304,838,1,1
4662,0,0,1,0,0.44,23,1,286,311,0,0
3931,1,1,0,1,0.5,200,4,533,1343,1,1
7442,0,0,0,1,0.55,13,1,236,679,0,0
7282,1,1,1,1,0.04,110,3,779,1437,0,1
9971,1,0,1,1,0.45,45,5,73,692,1,1
3227,1,1,0,0,0.18,224,5,189,678,0,1
2485,1,0,1,0,0.81,177,4,564,75,1,1
5333,0,1,1,0,0.46,364,3,710,1072,1,1
6531,1,0,0,1,1.0,351,0,333,541,1,1
1376,1,0,1,0,0.58,353,4,4,577,0,1
2165,0,1,1,1,0.41,115,5,203,440,0,1
4273,0,1,1,1,0.85,0,5,520,178,1,1
2195,1,1,0,0,0.35,316,5,739,112,1,1
7415,0,1,0,1,0.3,39,3,239,174,1,1
9021,0,1,0,1,0.18,131,4,942,1137,0,1
2043,0,0,0,1,0.83,21,2,1093,988,1,0
2328,1,0,1,0,0.14,272,0,288,1057,1,1
2310,1,0,1,1,0.49,359,1,326,979,0,1
3877,0,1,1,1,0.97,62,1,791,958,1,1
5176,0,0,0,1,0.04,21,2,945,1073,1,1
9015,0,0,0,1,0.71,205,2,875,794,0,0
4571,1,0,1,1,0.92,357,1,810,206,1,1
7323,1,0,1,1,0.76,20,1,557,201,1,1
3871,0,1,1,1,0.57,238,3,557,1610,0,1
1350,1,1,0,1,0.78,160,5,1091,1669,1,1
2818,1,0,1,0,0.96,35,3,392,458,0,1
8562,0,0,1,1,0.18,38,3,514,1785,0,1
1180,0,0,0,1,0.79,272,2,1002,1466,0,0
8219,0,0,0,0,0.14,91,4,366,1108,1,0
1689,0,0,0,1,0.21,258,4,858,427,0,1
8060,0,0,1,1,0.18,153,5,334,1292,1,1
8352,1,1,1,0,0.67,164,1,555,274,1,1
7089,1,1,0,1,0.42,113,5,678,243,1,1
4532,1,1,1,0,0.03,320,5,373,1193,1,1
2056,1,1,1,0,0.2,266,0,447,1589,1,1
1121,0,0,0,0,0.4,8,1,375,1378,1,0
4720,0,1,0,0,0.92,365,5,990,1744,0,0
2204,0,1,1,0,0.65,69,3,494,791,1,1
4578,1,0,1,1,0.71,68,2,153,582,0,1
7230,0,1,0,1,0.63,73,5,42,1169,1,1
4351,1,0,0,0,0.37,45,5,1090,1095,0,0
1158,1,1,0,1,0.68,261,0,581,207,0,1
1563,0,0,0,1,0.14,4,2,89,900,0,1
9017,0,0,0,0,0.2,100,2,875,659,1,0
4716,0,0,1,0,0.48,247,4,668,937,1,1
4697,0,1,1,1,0.47,154,2,696,939,1,1
8226,1,1,1,1,0.52,360,3,138,597,1,1
6665,0,0,1,1,0.62,35,4,907,358,1,1
180,1,1,0,0,0.37,124,3,467,1798,0,1
8182,1,1,0,1,0.45,279,1,820,322,0,1
1646,0,0,1,1,0.62,275,1,799,1380,1,1
3766,0,0,0,0,0.63,329,4,815,1650,0,0
1431,0,0,1,0,0.98,201,0,393,389,1,0
6286,1,0,1,1,0.49,84,2,1028,810,0,1
6613,0,1,1,0,0.88,82,2,344,1623,1,1
9124,1,1,1,1,0.27,48,1,649,845,0,1
9433,1,0,1,0,0.4,177,2,884,1365,1,1
6831,1,1,1,0,0.71,340,3,1052,130,1,1
2168,1,0,1,0,0.21,321,3,840,903,0,1
885,1,1,1,0,0.33,122,2,11,150,1,1
5785,0,1,1,1,0.64,42,0,948,573,0,1
3883,1,0,1,0,0.93,267,2,203,1450,0,1
4784,0,1,0,0,0.85,9,4,314,952,1,0
4263,0,1,0,0,0.29,63,1,632,522,0,0
2873,0,1,1,1,0.16,202,0,793,587,1,1
1448,1,1,0,0,0.22,89,0,239,1490,0,1
5233,0,1,0,0,0.96,320,3,637,1597,1,0
886,0,0,0,0,0.15,267,2,59,1813,0,0
4410,1,0,1,1,0.6,195,3,1034,1468,0,1
361,0,0,1,0,0.19,351,3,651,231,1,1
3755,0,0,1,0,0.3,144,4,953,242,0,0
400,1,0,1,1,0.03,291,4,513,1430,0,1
5630,0,0,0,0,0.42,31,2,357,615,1,0
1689,1,1,1,0,0.51,169,4,187,1115,1,1
6948,1,1,0,1,0.96,364,5,128,1298,1,1
9777,1,0,1,0,0.05,27,3,735,939,1,1
4533,0,1,0,1,0.7,126,0,1036,1720,0,1
1031,1,1,0,0,0.39,179,5,1012,1375,1,1
6003,0,1,1,1,0.82,140,5,779,773,0,1
2793,1,1,0,0,0.59,266,0,269,149,0,1
3910,0,0,1,0,0.04,243,1,506,665,0,0
4383,0,1,1,1,0.16,231,1,478,1474,1,1
1187,1,0,1,0,0.97,85,1,31,344,0,1
29,0,0,0,1,0.14,262,3,293,613,1,1
4832,1,0,0,0,0.38,155,1,440,43,1,0
8797,1,0,0,0,0.84,211,4,846,782,0,0
1186,0,0,0,1,0.62,246,1,658,1688,0,0
9793,0,0,0,0,0.07,233,4,823,227,1,0
7307,0,1,1,1,0.49,346,0,430,1027,1,1
5926,0,0,1,0,0.74,362,0,451,368,0,0
3546,1,0,1,1,0.97,292,1,201,1104,0,1
1202,0,1,0,1,0.31,73,3,880,592,1,1
5420,0,0,1,0,0.0,286,2,244,806,0,0
353,1,0,0,1,0.55,111,4,891,1653,0,1
9602,0,0,1,0,0.36,326,0,831,1684,0,0
4287,1,1,0,0,0.27,138,4,990,1178,1,1
1726,0,1,0,1,0.34,271,1,608,1314,1,1
4365,0,0,1,1,0.01,10,2,158,957,1,1
10063,0,0,0,1,0.93,312,0,405,668,1,0
3827,0,0,1,0,0.07,234,3,792,1339,0,1
4685,0,1,0,1,0.5,27,1,28,908,0,1
9377,0,0,1,1,0.57,46,4,774,1638,0,1
5769,1,1,0,1,0.91,334,2,862,895,0,1
4443,1,1,0,0,0.62,34,0,1013,104,1,1
5157,0,1,0,1,0.14,269,0,483,1222,1,1
6790,0,1,0,1,0.42,76,5,568,1019,0,1
1117,0,0,1,0,0.14,358,3,694,591,0,1
4134,0,1,1,0,0.78,38,3,795,651,0,1
7976,1,0,1,1,0.09,277,0,552,549,0,1
6932,0,1,0,0,0.04,362,2,1037,765,0,0
7496,1,1,1,1,0.78,222,3,392,441,1,1
4084,1,0,1,1,0.61,60,3,1035,1564,0,1
8458,1,0,1,0,0.07,361,0,406,1342,1,1
6522,1,1,1,1,0.92,1,5,1012,1215,1,1
1458,1,0,1,1,0.33,292,4,451,63,0,1
3129,1,1,1,0,0.25,92,0,159,845,0,1
6637,1,0,1,1,0.79,34,0,586,1815,1,1
9063,1,1,0,1,0.63,348,2,649,861,1,1
7172,0,1,0,1,0.91,172,3,298,1444,1,1
1455,1,1,0,1,1.0,321,3,435,808,1,1
8449,0,1,1,1,0.24,63,0,742,1433,0,1
10021,1,1,1,0,0.96,57,5,125,1764,1,1
8502,1,1,1,0,0.75,86,1,1011,376,1,1
8423,1,0,0,1,0.15,76,4,464,871,0,1
8027,0,0,1,0,0.23,335,5,236,1065,1,0
8882,0,1,1,0,0.1,345,1,61,279,0,1
8454,0,0,1,0,0.23,156,1,918,100,0,0
3800,1,1,0,0,0.58,184,0,389,1784,0,1
2553,1,1,1,0,0.43,97,0,134,31,1,1
9845,0,1,0,1,0.95,90,4,791,235,1,1
2445,1,0,0,1,0.55,113,2,366,1580,0,1
1520,1,1,1,1,0.87,116,1,215,1679,1,1
6370,0,0,1,1,0.2,286,1,287,437,0,1
8930,1,1,0,1,0.0,173,3,525,255,0,1
6054,1,0,1,1,0.4,260,4,537,1789,0,1
393,1,1,0,0,0.2,248,5,472,117,0,1
3860,1,0,0,1,0.67,311,5,428,783,1,1
5989,1,1,1,1,0.98,109,4,6,1505,0,1
6201,0,1,0,0,0.07,75,3,669,1562,0,0
2303,1,0,0,1,0.37,6,3,1075,1018,0,1
8002,0,1,1,1,0.78,58,4,664,1513,1,1
8048,0,1,1,0,0.46,326,2,473,630,0,1
4949,0,0,1,0,0.24,231,5,758,333,1,1
311,1,0,1,1,0.35,31,3,987,1788,1,1
4225,0,1,1,0,0.76,73,2,449,881,1,1
3091,1,1,0,1,0.02,280,3,398,1064,1,1
5222,1,0,0,1,0.28,78,1,509,517,0,1
8387,0,0,1,0,0.42,365,5,1067,1704,1,0
4263,1,1,0,1,0.22,219,0,308,1561,1,1
496,1,0,0,0,0.37,98,5,392,545,0,1
8446,0,0,0,1,0.82,364,1,224,317,0,0
197,0,0,0,1,0.84,21,0,461,855,1,0
3914,0,1,0,1,0.33,131,5,314,547,0,1
8548,1,1,1,1,0.68,134,1,1081,511,1,1
1451,1,1,1,0,0.49,99,5,284,787,0,1
3965,0,0,1,1,0.78,183,3,757,67,0,1
8085,1,1,0,1,0.21,25,5,607,539,0,1
5579,0,1,1,0,0.04,15,3,202,180,0,1
2072,0,0,1,0,0.36,3,3,922,253,1,1
8927,0,0,0,1,0.56,262,0,143,288,0,0
5013,1,1,0,0,0.37,334,3,796,1416,1,1
2568,1,0,1,0,0.38,197,3,448,129,1,1
3521,0,1,0,1,0.16,268,0,527,1146,1,1
2978,0,1,0,1,0.57,339,3,7,96,0,1
3055,0,0,1,0,0.54,290,1,85,226,0,0
9107,0,0,0,0,0.35,254,5,1004,858,0,0
775,1,1,1,0,0.16,308,2,532,1119,1,1
5118,1,0,0,0,0.41,150,4,1031,1464,0,0
5252,0,1,0,1,0.04,279,0,20,650,1,1
9655,0,0,0,0,0.99,245,2,884,1345,0,0
2453,1,1,0,1,0.0,86,1,577,976,0,1
7784,1,0,0,1,0.1,193,1,566,549,0,1
7937,0,1,1,0,0.54,347,3,1051,944,0,1
60,0,0,0,1,0.47,299,4,301,957,1,1
4950,0,0,1,1,0.05,128,5,276,865,0,1
3008,0,0,1,1,0.34,2,4,577,413,1,1
1185,1,1,0,1,0.5,216,3,353,1187,0,1
3774,1,1,0,1,0.78,176,4,205,1066,1,1
7528,1,0,1,1,0.89,89,4,161,779,1,1
5345,1,0,0,1,0.06,206,4,376,955,1,1
9237,1,1,0,1,0.1,89,3,173,347,1,1
